Crash ID,County,Community,Primary Road,Intersecting Road,Date,Time,Type,Level,Crash Rpt.
08-253280,Hennepin,Minneapolis,54th St E,Stevens Av S,2008/08/16,200,Bicycle,Possible Injury (C),
08-254982,Hennepin,Minneapolis,Lake St E,Hiawatha Av S NB Ramp,2008/08/17,1155,Bicycle,Possible Injury (C),
08-255912,Hennepin,Minneapolis,35th St E,1st Av S,2008/08/18,1020,Bicycle,Non-Incap. Injury (B),
08-256852,Hennepin,Minneapolis,Lake St E,3rd Av S,2008/08/18,0,Bicycle,Possible Injury (C),
08-257094,Hennepin,Minneapolis,37th Av NE,Saint Anthony Pkwy NE,2008/08/18,1832,Bicycle,Possible Injury (C),
08-258269,Hennepin,Minneapolis,Hennepin Av S,Washington Av S,2008/08/19,1804,Bicycle,Possible Injury (C),
08-260142,Hennepin,Minneapolis,Marquette Av S,5th St S,2008/08/21,808,Bicycle,Possible Injury (C),
08-260272,Hennepin,Minneapolis,Hennepin Av S,3rd St S,2008/08/21,1100,Bicycle,Non-Incap. Injury (B),
08-260846,Hennepin,Minneapolis,Park Av S,Franklin Av E,2008/08/21,1715,Bicycle,Non-Incap. Injury (B),
08-263096,Hennepin,Minneapolis,28th St E,15th Av S,2008/08/23,1825,Bicycle,Possible Injury (C),
08-264128,Hennepin,Minneapolis,Lake St E,West River Pkwy S,2008/08/24,1632,Bicycle,Non-Incap. Injury (B),
08-264812,Hennepin,Minneapolis,Minnehaha Av S,Midtown Greenway E Bike Path,2008/08/25,1120,Bicycle,Non-Incap. Injury (B),
08-265043,Hennepin,Minneapolis,Lake St E,Chicago Av S,2008/08/25,1630,Bicycle,Non-Incap. Injury (B),
08-265104,Hennepin,Minneapolis,Lyndale Av S,24th St W,2008/08/25,1726,Bicycle,Possible Injury (C),
08-265156,Hennepin,Minneapolis,Cedar Av S,31st St E,2008/08/25,1817,Bicycle,Possible Injury (C),
08-265914,Hennepin,Minneapolis,Upton Av S,43rd St W,2008/08/26,1430,Bicycle,Incap. Injury (A),
08-265940,Hennepin,Minneapolis,LaSalle Av S,15th St W,2008/08/26,1500,Bicycle,Non-Incap. Injury (B),
08-266068,Hennepin,Minneapolis,50th St W,Morgan Av S,2008/08/26,1800,Bicycle,Non-Incap. Injury (B),
08-266665,Hennepin,Minneapolis,34th Av N,6th St N,2008/08/27,1123,Bicycle,Property Damage Only,
08-267611,Hennepin,Minneapolis,8th St SE,5th Av SE,2008/08/28,940,Bicycle,Property Damage Only,
08-267914,Hennepin,Minneapolis,Hennepin Av S,9th St S,2008/08/28,1625,Bicycle,Property Damage Only,
08-268939,Hennepin,Minneapolis,Broadway St NE,Adams St NE,2008/08/29,1547,Bicycle,Possible Injury (C),
08-269070,Hennepin,Minneapolis,8th Av NE,Sibley St NE,2008/08/29,1835,Bicycle,Incap. Injury (A),
08-271155,Hennepin,Minneapolis,Portland Av S,Lake St E,2008/08/31,1224,Bicycle,Property Damage Only,
08-271404,Hennepin,Minneapolis,35th St E,2nd Av S,2008/08/31,1920,Bicycle,Possible Injury (C),
08-271760,Hennepin,Minneapolis,4th St N,Hennepin Av S,2008/09/01,50,Bicycle,Non-Incap. Injury (B),
08-275275,Hennepin,Minneapolis,Lyndale Av S,Franklin Av W,2008/09/04,1520,Bicycle,Non-Incap. Injury (B),
08-276207,Hennepin,Minneapolis,Lowry Av NE,Central Av NE,2008/09/05,1455,Bicycle,Possible Injury (C),
08-276667,Hennepin,Minneapolis,Hennepin Av S,3rd St S,2008/09/05,2322,Bicycle,Possible Injury (C),
08-278164,Hennepin,Minneapolis,Cedar Av S,Mid-Block Driveway,2008/09/07,1400,Bicycle,Possible Injury (C),
08-278221,Hennepin,Minneapolis,10th Av SE,8th St SE,2008/09/07,1534,Bicycle,Possible Injury (C),
08-278446,Hennepin,Minneapolis,Garfield Av S,22nd St W,2008/09/07,2043,Bicycle,Non-Incap. Injury (B),
08-279335,Hennepin,Minneapolis,Grant St E,Portland Av S,2008/09/08,2027,Bicycle,Non-Incap. Injury (B),
08-280205,Hennepin,Minneapolis,Nicollet Mall S,8th St S,2008/09/09,2015,Bicycle,Property Damage Only,
08-281582,Hennepin,Minneapolis,Excelsior Blvd W,32nd St W,2008/09/11,422,Bicycle,Fatalities,
08-282717,Hennepin,Minneapolis,Park Av S,25th St E,2008/09/12,739,Bicycle,Possible Injury (C),
08-285421,Hennepin,Minneapolis,26th St E,15th Av S,2008/09/14,1325,Bicycle,Possible Injury (C),
08-286184,Hennepin,Minneapolis,14th St E,Chicago Av S,2008/09/15,945,Bicycle,Incap. Injury (A),
08-286441,Hennepin,Minneapolis,20th Av S,7th St S,2008/09/11,1630,Bicycle,Possible Injury (C),
08-286715,Hennepin,Minneapolis,Elliot Av S,38th St E,2008/09/15,2020,Bicycle,Possible Injury (C),
08-287652,Hennepin,Minneapolis,45th St E,Oakland Av S,2008/09/16,1730,Bicycle,Non-Incap. Injury (B),
08-287763,Hennepin,Minneapolis,Cedar Av S,20th Av S,2008/09/17,1820,Bicycle,Possible Injury (C),
08-288219,Hennepin,Minneapolis,Linden Av W,West Lyndale Av N,2008/09/17,211,Bicycle,Incap. Injury (A),
08-288323,Hennepin,Minneapolis,1st Av NE,DeLaSalle Drive SE,2008/09/17,815,Bicycle,Incap. Injury (A),
08-289002,Hennepin,Minneapolis,7th St S,Hennepin Av S,2008/09/17,1930,Bicycle,Possible Injury (C),
08-289473,Hennepin,Minneapolis,12th Av SE,4th St SE,2008/09/18,730,Bicycle,Non-Incap. Injury (B),
08-289557,Hennepin,Minneapolis,University Av NE,Hennepin Av E,2008/09/18,912,Bicycle,Possible Injury (C),
08-290146,Hennepin,Minneapolis,Park Av S,Lake St E,2008/09/18,1945,Bicycle,Incap. Injury (A),
08-290341,Hennepin,Minneapolis,22nd St W,Garfield Av S,2008/09/18,2229,Bicycle,Possible Injury (C),
08-291454,Hennepin,Minneapolis,Hennepin Av S,7th St S,2008/09/19,0,Bicycle,Possible Injury (C),
08-292119,Hennepin,Minneapolis,1st Av S,24th St E,2008/09/20,1200,Bicycle,Non-Incap. Injury (B),
08-294711,Hennepin,Minneapolis,61st St W,Nicollet Av S,2008/09/22,1922,Bicycle,Possible Injury (C),
08-295245,Hennepin,Minneapolis,5th St S,Nicollet Mall S,2008/09/23,955,Bicycle,Fatalities,
08-296608,Hennepin,Minneapolis,Central Av NE,23rd Av NE,2008/09/24,1555,Bicycle,Non-Incap. Injury (B),
08-296655,Hennepin,Minneapolis,Franklin Av E,2nd Av S,2008/09/24,1645,Bicycle,Possible Injury (C),
08-297648,Hennepin,Minneapolis,Central Av NE,8th St SE,2008/09/25,1600,Bicycle,Possible Injury (C),
08-298524,Hennepin,Minneapolis,Lake St W,Pleasant Av S,2008/09/26,1202,Bicycle,Possible Injury (C),
08-298734,Hennepin,Minneapolis,46th St E,46th Av S,2008/09/26,1615,Bicycle,Property Damage Only,
08-299988,Hennepin,Minneapolis,West Broadway Av N,Lyndale Av N,2008/09/27,1545,Bicycle,Possible Injury (C),
08-301087,Hennepin,Minneapolis,Portland Av S,28th St E,2008/09/28,1653,Bicycle,Non-Incap. Injury (B),
08-301876,Hennepin,Minneapolis,Park Av S,27th St E,2008/09/29,1324,Bicycle,Possible Injury (C),
08-301964,Hennepin,Minneapolis,Portland Av S,Washington Av S,2008/09/29,1510,Bicycle,Non-Incap. Injury (B),
08-301988,Hennepin,Minneapolis,Hiawatha Av S,26th St E,2008/09/29,1537,Bicycle,Possible Injury (C),
08-302463,Hennepin,Minneapolis,12th St S,LaSalle Av S,2008/09/29,2358,Bicycle,Non-Incap. Injury (B),
08-302622,Hennepin,Minneapolis,Washington Av N,West Broadway Av N,2008/09/30,700,Bicycle,Property Damage Only,
08-302641,Hennepin,Minneapolis,Cedar Av S,32nd St E,2008/09/30,815,Bicycle,Possible Injury (C),
08-304946,Hennepin,Minneapolis,6th St S,Hennepin Av S,2008/10/02,0,Bicycle,Non-Incap. Injury (B),
08-305381,Hennepin,Minneapolis,38th St E,Chicago Av S,2008/10/02,1645,Bicycle,Possible Injury (C),
08-306630,Hennepin,Minneapolis,Lake St E,Snelling Av S,2008/10/03,1830,Bicycle,Possible Injury (C),
08-307639,Hennepin,Minneapolis,4th St SE,13th Av SE,2008/10/04,1455,Bicycle,Non-Incap. Injury (B),
08-307696,Hennepin,Minneapolis,Lyndale Av S,I-94 WB Ramp,2008/10/04,1608,Bicycle,Incap. Injury (A),
08-309289,Hennepin,Minneapolis,20th Av S,Cedar Av S,2008/10/06,830,Bicycle,Possible Injury (C),
08-310324,Hennepin,Minneapolis,Franklin Av W,Aldrich Av S,2008/10/07,833,Bicycle,Non-Incap. Injury (B),
08-311959,Hennepin,Minneapolis,Nicollet Av S,Groveland Av W,2008/10/08,2008,Bicycle,Non-Incap. Injury (B),
08-311979,Hennepin,Minneapolis,Hennepin Av E,11th Av SE,2008/10/08,1945,Bicycle,Possible Injury (C),
08-313987,Hennepin,Minneapolis,University Av SE,7th Av SE,2008/10/10,1652,Bicycle,Non-Incap. Injury (B),
08-314052,Hennepin,Minneapolis,Plymouth Av N,Lyndale Av N,2008/10/10,1755,Bicycle,Non-Incap. Injury (B),
08-315181,Hennepin,Minneapolis,5th Av S,Lake St E,2008/10/11,1700,Bicycle,Property Damage Only,
08-316332,Hennepin,Minneapolis,13th Av S,Franklin Av E,2008/10/12,1440,Bicycle,Non-Incap. Injury (B),
08-316922,Hennepin,Minneapolis,3rd Av S,40th St E,2008/10/13,740,Bicycle,Possible Injury (C),
08-317352,Hennepin,Minneapolis,26th St E,Chicago Av S,2008/10/13,1720,Bicycle,Non-Incap. Injury (B),
08-317573,Hennepin,Minneapolis,8th Av SE,5th St SE,2008/10/13,2200,Bicycle,Property Damage Only,
08-318179,Hennepin,Minneapolis,Washington Av S,3rd Av S,2008/10/14,1420,Bicycle,Possible Injury (C),
08-319383,Hennepin,Minneapolis,Lake St E,19th Av S,2008/10/15,1609,Bicycle,Non-Incap. Injury (B),
08-321716,Hennepin,Minneapolis,Bryant Av S,28th St W,2008/10/17,1750,Bicycle,Non-Incap. Injury (B),
08-321817,Hennepin,Minneapolis,Lake St E,12th Av S,2008/10/17,1855,Bicycle,Possible Injury (C),
08-323728,Hennepin,Minneapolis,4th St SE,8th Av SE,2008/10/18,2300,Bicycle,Property Damage Only,
08-324675,Hennepin,Minneapolis,Portland Av S,Washington Av S,2008/10/20,1530,Bicycle,Non-Incap. Injury (B),
08-327656,Hennepin,Minneapolis,24th St E,15th Av S,2008/10/23,1225,Bicycle,Possible Injury (C),
08-329491,Hennepin,Minneapolis,11th Av S,18th St E,2008/10/24,2333,Bicycle,Possible Injury (C),
08-333907,Hennepin,Minneapolis,University Av SE,7th Av SE,2008/10/29,830,Bicycle,Non-Incap. Injury (B),
08-335442,Hennepin,Minneapolis,28th St E,Midtown Greenway E Bike Path,2008/10/30,1510,Bicycle,Possible Injury (C),
08-335544,Hennepin,Minneapolis,Lowry Av NE,Taylor St NE,2008/10/30,1710,Bicycle,Possible Injury (C),
08-337682,Hennepin,Minneapolis,6th St S,Cedar Av S,2008/10/31,2000,Bicycle,Property Damage Only,
08-338972,Hennepin,Minneapolis,Franklin Av E,10th Av S,2008/11/02,1350,Bicycle,Possible Injury (C),
08-340126,Hennepin,Minneapolis,1st Av N,1st St N,2008/11/03,1625,Bicycle,Possible Injury (C),
08-341177,Hennepin,Minneapolis,Lake St W,Dean Pkwy S,2008/11/04,1413,Bicycle,Possible Injury (C),
08-341386,Hennepin,Minneapolis,Riverside Av S,22nd Av S,2008/11/04,1732,Bicycle,Possible Injury (C),
08-342322,Hennepin,Minneapolis,35th St E,Elliot Av S,2008/11/05,1240,Bicycle,Non-Incap. Injury (B),
08-342455,Hennepin,Minneapolis,Cedar Av S,24th St E,2008/11/05,1518,Bicycle,Incap. Injury (A),
08-342566,Hennepin,Minneapolis,Hennepin Av S,3rd St S,2008/11/05,1709,Bicycle,Possible Injury (C),
08-343103,Hennepin,Minneapolis,3rd Av S,22nd St E,2008/11/06,245,Bicycle,Non-Incap. Injury (B),
08-344430,Hennepin,Minneapolis,Lyndale Av N,23rd Av N,2008/11/07,1240,Bicycle,Property Damage Only,
08-349416,Hennepin,Minneapolis,Franklin Av E,Stevens Av S,2008/11/12,1610,Bicycle,Possible Injury (C),
08-356713,Hennepin,Minneapolis,6th St S,Portland Av S,2008/11/19,1745,Bicycle,Possible Injury (C),
08-358458,Hennepin,Minneapolis,3rd Av S,22nd St E,2008/11/21,1140,Bicycle,Non-Incap. Injury (B),
08-368873,Hennepin,Minneapolis,Park Av S,Franklin Av E,2008/12/01,2220,Bicycle,Possible Injury (C),
08-395431,Hennepin,Minneapolis,Lyndale Av N,42nd Av N,2008/12/31,1150,Bicycle,Non-Incap. Injury (B),
09-004439,Hennepin,Minneapolis,36th St W,Aldrich Av S,2009/01/05,2030,Bicycle,Non-Incap. Injury (B),
09-008383,Hennepin,Minneapolis,Central Av SE,University Av SE,2009/01/09,1940,Bicycle,Possible Injury (C),
09-029507,Hennepin,Minneapolis,Minnehaha Av S,26th St E,2009/01/31,1723,Bicycle,Possible Injury (C),
09-042235,Hennepin,Minneapolis,9th St S,Riverside Av S,2009/02/13,10,Bicycle,Non-Incap. Injury (B),
09-042745,Hennepin,Minneapolis,Park Av S,26th St E,2009/02/13,1600,Bicycle,Possible Injury (C),
09-044554,Hennepin,Minneapolis,Marshall St NE,13th Av NE,2009/02/15,230,Bicycle,Non-Incap. Injury (B),
09-044972,Hennepin,Minneapolis,Minnehaha Pkwy E,Portland Av S,2009/02/15,1900,Bicycle,Possible Injury (C),
09-048641,Hennepin,Minneapolis,LaSalle Av S,11th St S,2009/02/19,835,Bicycle,Possible Injury (C),
09-050671,Hennepin,Minneapolis,22nd Av NE,Monroe St NE,2009/02/21,225,Bicycle,Property Damage Only,
09-053000,Hennepin,Minneapolis,Portland Av S,Grant St E,2009/02/23,1829,Bicycle,Non-Incap. Injury (B),
09-056711,Hennepin,Minneapolis,17th St E,3rd Av S,2009/02/27,1648,Bicycle,Property Damage Only,
09-058886,Hennepin,Minneapolis,20th Av S,Minnehaha Av S,2009/03/01,1915,Bicycle,Property Damage Only,
09-064213,Hennepin,Minneapolis,Lake St W,Pillsbury Av S,2009/03/06,1406,Bicycle,Non-Incap. Injury (B),
09-066179,Hennepin,Minneapolis,Broadway St NE,Marshall St NE,2009/03/08,230,Bicycle,Possible Injury (C),
09-074819,Hennepin,Minneapolis,42nd Av N,Lyndale Av N,2009/03/16,1600,Bicycle,Possible Injury (C),
09-076168,Hennepin,Minneapolis,Snelling Av S,Lake St E,2009/03/17,1620,Bicycle,Property Damage Only,
09-079894,Hennepin,Minneapolis,Marquette Av S,7th St S,2009/03/20,1931,Bicycle,Possible Injury (C),
09-084088,Hennepin,Minneapolis,Park Av S,10th St S,2009/03/24,1535,Bicycle,Possible Injury (C),
09-088244,Hennepin,Minneapolis,10th St S,Nicollet Mall S,2009/03/28,1159,Bicycle,Possible Injury (C),
09-090368,Hennepin,Minneapolis,27th St W,Blaisdell Av S,2009/03/30,1426,Bicycle,Possible Injury (C),
09-095225,Hennepin,Minneapolis,Lake St E,32nd Av S,2009/04/03,1752,Bicycle,Property Damage Only,
09-096763,Hennepin,Minneapolis,14th Av S,25th St E,2009/04/04,2130,Bicycle,Possible Injury (C),
09-100031,Hennepin,Minneapolis,Cedar Av S,28th St E,2009/04/08,513,Bicycle,Possible Injury (C),
09-104915,Hennepin,Minneapolis,24th St E,14th Av S,2009/04/12,335,Bicycle,Property Damage Only,
09-112050,Hennepin,Minneapolis,Cedar Av S,Franklin Av E,2009/04/18,244,Bicycle,Possible Injury (C),
09-112767,Hennepin,Minneapolis,Fremont Av N,Dowling Av N,2009/04/18,1912,Bicycle,Non-Incap. Injury (B),
09-113630,Hennepin,Minneapolis,Harriet Av S,38th St W,2009/04/19,1258,Bicycle,Possible Injury (C),
09-114672,Hennepin,Minneapolis,Border Av N,Olson Memorial Hwy N,2009/04/20,1612,Bicycle,Possible Injury (C),
09-116850,Hennepin,Minneapolis,Portland Av S,9th St S,2009/04/22,1640,Bicycle,Possible Injury (C),
09-118472,Hennepin,Minneapolis,Lake St E,2nd Av S,2009/04/24,1955,Bicycle,Non-Incap. Injury (B),
09-119566,Hennepin,Minneapolis,Hennepin Av S,5th St N,2009/04/24,1639,Bicycle,Possible Injury (C),
09-119744,Hennepin,Minneapolis,3rd St N,Hennepin Av S,2009/04/25,1900,Bicycle,Incap. Injury (A),
09-120491,Hennepin,Minneapolis,12th Av S,59th St E,2009/04/25,1125,Bicycle,Non-Incap. Injury (B),
09-120649,Hennepin,Minneapolis,16th Av N,Xerxes Av N,2009/04/25,1425,Bicycle,Incap. Injury (A),
09-120985,Hennepin,Minneapolis,24th Av NE,Central Av NE,2009/04/26,2030,Bicycle,Non-Incap. Injury (B),
09-121223,Hennepin,Minneapolis,Franklin Av E,3rd Av S,2009/04/26,2,Bicycle,Property Damage Only,
09-123963,Hennepin,Minneapolis,Hennepin Av S,4th St N,2009/04/28,1508,Bicycle,Non-Incap. Injury (B),
09-124223,Hennepin,Minneapolis,Lyndale Av N,33rd Av N,2009/04/28,1906,Bicycle,Possible Injury (C),
09-127054,Hennepin,Minneapolis,Plymouth Av N,Emerson Av N,2009/05/01,0,Bicycle,Property Damage Only,
09-129799,Hennepin,Minneapolis,31st St E,22nd Av S,2009/05/03,1720,Bicycle,Possible Injury (C),
09-129973,Hennepin,Minneapolis,Lake St E,5th Av S,2009/05/03,1945,Bicycle,Property Damage Only,
09-130393,Hennepin,Minneapolis,Grand Av S,27th St W,2009/05/04,837,Bicycle,Non-Incap. Injury (B),
09-131735,Hennepin,Minneapolis,1st Av NE,5th St NE,2009/05/05,1010,Bicycle,Possible Injury (C),
09-131926,Hennepin,Minneapolis,Riverside Av S,25th Av S,2009/05/05,1400,Bicycle,Non-Incap. Injury (B),
09-132017,Hennepin,Minneapolis,10th Av SE,5th St SE,2009/05/05,1523,Bicycle,Non-Incap. Injury (B),
09-133055,Hennepin,Minneapolis,Royalston Av N,Holden St N,2009/05/06,1045,Bicycle,Non-Incap. Injury (B),
09-135731,Hennepin,Minneapolis,Central Av NE,8th St SE,2009/05/08,1425,Bicycle,Non-Incap. Injury (B),
09-136904,Hennepin,Minneapolis,31st St E,Portland Av S,2009/05/09,1525,Bicycle,Possible Injury (C),
09-139424,Hennepin,Minneapolis,Cedar Av S,4th St S,2009/05/11,2010,Bicycle,Property Damage Only,
09-140244,Hennepin,Minneapolis,31st St E,Elliot Av S,2009/05/12,1240,Bicycle,Non-Incap. Injury (B),
09-140530,Hennepin,Minneapolis,Quincy St NE,23rd Av NE,2009/05/12,1754,Bicycle,Non-Incap. Injury (B),
09-141614,Hennepin,Minneapolis,56th St W,Fremont Av S,2009/05/13,1730,Bicycle,Property Damage Only,
09-141959,Hennepin,Minneapolis,Franklin Av E,Portland Av S,2009/05/12,1800,Bicycle,Possible Injury (C),
09-142684,Hennepin,Minneapolis,Franklin Av E,Nicollet Av S,2009/05/14,1503,Bicycle,Possible Injury (C),
09-143761,Hennepin,Minneapolis,22nd St E,Clinton Av S,2009/05/15,1023,Bicycle,Non-Incap. Injury (B),
09-144055,Hennepin,Minneapolis,42nd St E,2nd Av S,2009/05/15,1620,Bicycle,Non-Incap. Injury (B),
09-146462,Hennepin,Minneapolis,54th St E,15th Av S,2009/05/17,1715,Bicycle,Possible Injury (C),
09-148272,Hennepin,Minneapolis,29th Av N,West Broadway Av N,2009/05/19,726,Bicycle,Possible Injury (C),
09-148803,Hennepin,Minneapolis,Cedar Av S,26th St E,2009/05/19,1747,Bicycle,Possible Injury (C),
09-149580,Hennepin,Minneapolis,14th St E,Park Av S,2009/05/20,740,Bicycle,Fatalities,
09-150072,Hennepin,Minneapolis,Nicollet Av S,44th St E,2009/05/20,1630,Bicycle,Non-Incap. Injury (B),
09-152650,Hennepin,Minneapolis,Stinson Blvd NE,Kennedy St NE,2009/05/22,1358,Bicycle,Possible Injury (C),
09-153059,Hennepin,Minneapolis,Portland Av S,16th St E,2009/05/22,1925,Bicycle,Non-Incap. Injury (B),
09-153073,Hennepin,Minneapolis,Fremont Av N,33rd Av N,2009/05/22,1939,Bicycle,Possible Injury (C),
09-156067,Hennepin,Minneapolis,Lyndale Av S,22nd St W,2009/05/25,215,Bicycle,Non-Incap. Injury (B),
09-157368,Hennepin,Minneapolis,Franklin Av E,Chicago Av S,2009/05/26,836,Bicycle,Possible Injury (C),
09-157822,Hennepin,Minneapolis,36th St W,Holmes Av S,2009/05/26,1815,Bicycle,Possible Injury (C),
09-159608,Hennepin,Minneapolis,Park Av S,17th St E,2009/05/28,904,Bicycle,Possible Injury (C),
09-161518,Hennepin,Minneapolis,Lagoon Av W,Emerson Av S,2009/05/29,1855,Bicycle,Property Damage Only,
09-161545,Hennepin,Minneapolis,Franklin Av E,3rd Av S,2009/05/29,1924,Bicycle,Possible Injury (C),
09-161999,Hennepin,Minneapolis,4th Av S,42nd St E,2009/05/30,24,Bicycle,Non-Incap. Injury (B),
09-162484,Hennepin,Minneapolis,40th Av N,Lyndale Av N,2009/05/30,1351,Bicycle,Possible Injury (C),
09-162495,Hennepin,Minneapolis,2nd Av N,Penn Av N,2009/05/30,1442,Bicycle,Possible Injury (C),
09-163963,Hennepin,Minneapolis,Hennepin Av S,7th St N,2009/05/31,1845,Bicycle,Non-Incap. Injury (B),
09-166210,Hennepin,Minneapolis,Nicollet Av S,24th St W,2009/06/02,1700,Bicycle,Non-Incap. Injury (B),
09-166823,Hennepin,Minneapolis,7th St S,Chicago Av S,2009/06/03,237,Bicycle,Non-Incap. Injury (B),
09-167781,Hennepin,Minneapolis,15th Av SE,5th St SE,2009/06/03,2159,Bicycle,Non-Incap. Injury (B),
09-169833,Hennepin,Minneapolis,Dunwoody Blvd W,Lyndale Av S,2009/06/05,1415,Bicycle,Non-Incap. Injury (B),
09-169955,Hennepin,Minneapolis,Franklin Av E,10th Av S,2009/06/05,1645,Bicycle,Non-Incap. Injury (B),
09-174085,Hennepin,Minneapolis,Lake St E,18th Av S,2009/06/09,1200,Bicycle,Possible Injury (C),
09-174343,Hennepin,Minneapolis,Franklin Av E,Riverside Av S,2009/06/09,1657,Bicycle,Possible Injury (C),
09-174347,Hennepin,Minneapolis,7th Av SE,5th St SE,2009/06/09,1659,Bicycle,Non-Incap. Injury (B),
09-175733,Hennepin,Minneapolis,13th Av S,23rd St E,2009/06/10,1921,Bicycle,Possible Injury (C),
09-177664,Hennepin,Minneapolis,31st Av S,28th St E,2009/06/12,1030,Bicycle,Possible Injury (C),
09-177828,Hennepin,Minneapolis,Franklin Av E,24th Av S,2009/06/12,1405,Bicycle,Non-Incap. Injury (B),
09-178866,Hennepin,Minneapolis,Franklin Av E,Park Av S,2009/06/13,708,Bicycle,Possible Injury (C),
09-179131,Hennepin,Minneapolis,46th St E,43rd Av S,2009/06/13,1340,Bicycle,Possible Injury (C),
09-180483,Hennepin,Minneapolis,Minnehaha Av S,Midtown Greenway E Bike Path,2009/06/14,1445,Bicycle,Possible Injury (C),
09-181328,Hennepin,Minneapolis,Chicago Av S,4th St S,2009/06/15,855,Bicycle,Possible Injury (C),
09-182923,Hennepin,Minneapolis,16th Av SE,Como Av SE,2009/06/16,1610,Bicycle,Possible Injury (C),
09-185713,Hennepin,Minneapolis,Chicago Av S,14th St E,2009/06/18,2010,Bicycle,Non-Incap. Injury (B),
09-185732,Hennepin,Minneapolis,Osseo Road N,Victory Memorial Pkwy N,2009/06/20,2020,Bicycle,Possible Injury (C),
09-186811,Hennepin,Minneapolis,26th Av NE,Central Av NE,2009/06/19,1625,Bicycle,Possible Injury (C),
09-187988,Hennepin,Minneapolis,Hennepin Av S,25 1/2 St W,2009/06/20,1250,Bicycle,Non-Incap. Injury (B),
09-188035,Hennepin,Minneapolis,26th Av N,Penn Av N,2009/06/20,1335,Bicycle,Possible Injury (C),
09-188057,Hennepin,Minneapolis,26th Av NE,Central Av NE,2009/06/20,1407,Bicycle,Possible Injury (C),
09-188157,Hennepin,Minneapolis,Dean Pkwy S,29th St W,2009/06/20,1547,Bicycle,Possible Injury (C),
09-188184,Hennepin,Minneapolis,42nd St E,Portland Av S,2009/06/20,1600,Bicycle,Possible Injury (C),
09-188559,Hennepin,Minneapolis,34th Av N,Russell Av N,2009/06/20,2100,Bicycle,Non-Incap. Injury (B),
09-190176,Hennepin,Minneapolis,Hennepin Av S,8th St S,2009/06/22,750,Bicycle,Non-Incap. Injury (B),
09-190292,Hennepin,Minneapolis,Hiawatha Av S,35th St E,2009/06/22,1030,Bicycle,Possible Injury (C),
09-190878,Hennepin,Minneapolis,Tyler St NE,30th Av NE,2009/06/22,2100,Bicycle,Non-Incap. Injury (B),
09-191911,Hennepin,Minneapolis,Lake St E,Columbus Av S,2009/06/23,1738,Bicycle,Possible Injury (C),
09-192116,Hennepin,Minneapolis,36th St E,Park Av S,2009/06/23,2020,Bicycle,Possible Injury (C),
09-192891,Hennepin,Minneapolis,26th St E,Elliot Av S,2009/06/24,1300,Bicycle,Possible Injury (C),
