Crash ID,County,Community,Primary Road,Intersecting Road,Date,Time,Type,Level,Crash Rpt.,lat,long
06-194578,Hennepin,Minneapolis,Lake St W,Pleasant Av S,7/14/06,1500,Bicycle,Non-Incap. Injury (B),,44.9483529,-93.2830092
06-274608,Hennepin,Minneapolis,Lake St W,Pillsbury Av S,9/23/06,24,Bicycle,Possible Injury (C),,44.948354,-93.2813584
06-286377,Hennepin,Minneapolis,Lake St W,Pillsbury Av S,10/4/06,1823,Bicycle,Non-Incap. Injury (B),,44.948354,-93.2813584
07-071901,Hennepin,Minneapolis,Lake St W,Aldrich Av S,3/26/07,1510,Bicycle,Non-Incap. Injury (B),,44.9483595,-93.2893812
07-158548,Hennepin,Minneapolis,Lake St W,Humboldt Av S,5/18/07,815,Bicycle,Possible Injury (C),,44.9483687,-93.30082
07-212012,Hennepin,Minneapolis,Lake St W,Lyndale Av S,6/29/07,1915,Bicycle,Possible Injury (C),,44.9483587,-93.2881069
07-261654,Hennepin,Minneapolis,Lake St W,Irving Av S,8/7/07,1700,Bicycle,Incap. Injury (A),,44.9483756,-93.302107
07-297814,Hennepin,Minneapolis,Lake St W,Dean Pkwy S,9/6/07,1000,Bicycle,Fatalities,,44.9493109,-93.315506
08-165581,Hennepin,Minneapolis,Lake St W,Hennepin Av S,6/5/08,1600,Bicycle,Possible Injury (C),,44.9483575,-93.2983202
08-166519,Hennepin,Minneapolis,Lake St W,Market Plaza S,6/6/08,1323,Bicycle,Non-Incap. Injury (B),,44.948349,-93.3206241
08-298524,Hennepin,Minneapolis,Lake St W,Pleasant Av S,9/26/08,1202,Bicycle,Possible Injury (C),,44.9483529,-93.2830092
08-341177,Hennepin,Minneapolis,Lake St W,Dean Pkwy S,11/4/08,1413,Bicycle,Possible Injury (C),,44.9493109,-93.315506
09-064213,Hennepin,Minneapolis,Lake St W,Pillsbury Av S,3/6/09,1406,Bicycle,Non-Incap. Injury (B),,44.948354,-93.2813584
09-207896,Hennepin,Minneapolis,Lake St W,Bryant Av S,7/6/09,2039,Bicycle,Possible Injury (C),,44.9483546,-93.2906531
09-252197,Hennepin,Minneapolis,Lake St W,Humboldt Av S,8/11/09,1822,Bicycle,Possible Injury (C),,44.9483687,-93.30082
09-297641,Hennepin,Minneapolis,Lake St W,Blaisdell Av S,9/18/09,2050,Bicycle,Non-Incap. Injury (B),,44.9483591,-93.2797014
10-026888,Hennepin,Minneapolis,Lake St W,West Lake Calhoun Pkwy S,1/29/10,1530,Bicycle,Possible Injury (C),,44.9485105,-93.3055159
10-106295,Hennepin,Minneapolis,Lake St W,Bryant Av S,4/17/10,1545,Bicycle,Possible Injury (C),,44.9483546,-93.2906531
10-140621,Hennepin,Minneapolis,Lake St W,Blaisdell Av S,5/19/10,1953,Bicycle,Possible Injury (C),,44.9483591,-93.2797014
10-143807,Hennepin,Minneapolis,Lake St W,Lyndale Av S,5/22/10,1149,Bicycle,Non-Incap. Injury (B),,44.9483587,-93.2881069
10-144231,Hennepin,Minneapolis,Lake St W,Lyndale Av S,5/22/10,2021,Bicycle,Possible Injury (C),,44.9483587,-93.2881069
10-201767,Hennepin,Minneapolis,Lake St W,Pleasant Av S,7/8/10,1955,Bicycle,Possible Injury (C),,44.9483529,-93.2830092
10-221676,Hennepin,Minneapolis,Lake St W,Lyndale Av S,7/24/10,15,Bicycle,Property Damage Only,,44.9483587,-93.2881069
10-281931,Hennepin,Minneapolis,Lake St W,Bryant Av S,9/13/10,2045,Bicycle,Property Damage Only,,44.9483546,-93.2906531
10-292207,Hennepin,Minneapolis,Lake St W,West Lake Calhoun Pkwy S,9/23/10,242,Bicycle,Possible Injury (C),,44.9485105,-93.3055159
10-340458,Hennepin,Minneapolis,Lake St W,Pleasant Av S,11/8/10,1515,Bicycle,Possible Injury (C),,44.9483529,-93.2830092
11-091675,Hennepin,Minneapolis,Lake St W,Aldrich Av S,4/5/11,2243,Bicycle,Possible Injury (C),,44.9483595,-93.2893812
11-097215,Hennepin,Minneapolis,Lake St W,Aldrich Av S,4/11/11,7,Bicycle,Possible Injury (C),,44.9483595,-93.2893812
11-183028,Hennepin,Minneapolis,Lake St W,Lyndale Av S,6/25/11,1314,Bicycle,Possible Injury (C),,44.9483587,-93.2881069
11-196128,Hennepin,Minneapolis,Lake St W,Grand Av S,7/6/11,2203,Bicycle,Non-Incap. Injury (B),,44.9483549,-93.2842826
11-222866,Hennepin,Minneapolis,Lake St W,Lyndale Av S,7/29/11,2100,Bicycle,Possible Injury (C),,44.9483587,-93.2881069
11-326763,Hennepin,Minneapolis,Lake St W,Lyndale Av S,10/28/11,2050,Bicycle,Non-Incap. Injury (B),,44.9483587,-93.2881069
12-116632,Hennepin,Minneapolis,Lake St W,Garfield Av S,4/19/12,1015,Bicycle,Possible Injury (C),,44.9483578,-93.2868629
12-166612,Hennepin,Minneapolis,Lake St W,Bryant Av S,6/1/12,1940,Bicycle,Possible Injury (C),,44.9483546,-93.2906531
12-220057,Hennepin,Minneapolis,Lake St W,Blaisdell Av S,7/16/12,25,Bicycle,Possible Injury (C),,44.9483591,-93.2797014
12-251311,Hennepin,Minneapolis,Lake St W,Lyndale Av S,8/11/12,130,Bicycle,Incap. Injury (A),,44.9483587,-93.2881069
12-267906,Hennepin,Minneapolis,Lake St W,Bryant Av S,8/24/12,2048,Bicycle,Possible Injury (C),,44.9483546,-93.2906531
12-307990,Hennepin,Minneapolis,Lake St W,Pleasant Av S,9/29/12,1455,Bicycle,Non-Incap. Injury (B),,44.9483529,-93.2830092
13-099131,Hennepin,Minneapolis,Lake St W,Dupont Av S,4/3/13,1846,Bicycle,Non-Incap. Injury (B),,44.9483456,-93.2931789
13-195493,Hennepin,Minneapolis,Lake St W,Girard Av S,6/20/13,1908,Bicycle,Possible Injury (C),,44.948364,-93.297005
13-229802,Hennepin,Minneapolis,Lake St W,Pleasant Av S,7/17/13,1410,Bicycle,Property Damage Only,,44.9483529,-93.2830092
13-292341,Hennepin,Minneapolis,Lake St W,Excelsior Blvd W,9/4/13,2214,Bicycle,Incap. Injury (A),,44.9483287,-93.3183471
13-300532,Hennepin,Minneapolis,Lake St W,Bryant Av S,9/11/13,1430,Bicycle,Non-Incap. Injury (B),,44.9483546,-93.2906531
13-335287,Hennepin,Minneapolis,Lake St W,Lyndale Av S,10/7/13,2217,Bicycle,Possible Injury (C),,44.9483587,-93.2881069
14-146142,Hennepin,Minneapolis,Lake St W,Dupont Av S,5/4/14,1511,Bicycle,Non-Incap. Injury (B),,44.9483456,-93.2931789
14-154366,Hennepin,Minneapolis,Lake St W,Hennepin Av S,5/10/14,1739,Bicycle,Possible Injury (C),,44.9483575,-93.2983202
14-281384,Hennepin,Minneapolis,Lake St W,Pleasant Av S,8/10/14,1814,Bicycle,Possible Injury (C),,44.9483529,-93.2830092
14-308414,Hennepin,Minneapolis,Lake St W,Grand Av S,8/30/14,1830,Bicycle,Possible Injury (C),,44.9483549,-93.2842826
14-328457,Hennepin,Minneapolis,Lake St W,Pleasant Av S,9/15/14,1930,Bicycle,Property Damage Only,,44.9483529,-93.2830092
14-422662,Hennepin,Minneapolis,Lake St W,Lyndale Av S,12/2/14,1143,Bicycle,Possible Injury (C),,44.9483587,-93.2881069
07-147021,Hennepin,Minneapolis,LaSalle Av S,11th St S,5/8/07,2145,Bicycle,Possible Injury (C),,44.9735816,-93.2769856
08-265940,Hennepin,Minneapolis,LaSalle Av S,15th St W,8/26/08,1500,Bicycle,Non-Incap. Injury (B),,44.967717,-93.2793358
09-048641,Hennepin,Minneapolis,LaSalle Av S,11th St S,2/19/09,835,Bicycle,Possible Injury (C),,44.9735816,-93.2769856
11-280134,Hennepin,Minneapolis,LaSalle Av S,11th St S,9/16/11,1347,Bicycle,Possible Injury (C),,44.9735816,-93.2769856
11-286868,Hennepin,Minneapolis,LaSalle Av S,11th St S,9/22/11,1656,Bicycle,Possible Injury (C),,44.9735816,-93.2769856
12-201837,Hennepin,Minneapolis,LaSalle Av S,12th St S,6/30/12,1638,Bicycle,Possible Injury (C),,44.9726369,-93.2777919
13-140035,Hennepin,Minneapolis,LaSalle Av S,12th St S,5/7/13,1648,Bicycle,Non-Incap. Injury (B),,44.9726369,-93.2777919
13-166883,Hennepin,Minneapolis,LaSalle Av S,Grant St W,5/29/13,1409,Bicycle,Possible Injury (C),,44.9698577,-93.2793329
13-317004,Hennepin,Minneapolis,LaSalle Av S,10th St S,9/25/13,1600,Bicycle,Property Damage Only,,44.9745838,-93.2761276
14-200541,Hennepin,Minneapolis,LaSalle Av S,12th St S,6/13/14,1450,Bicycle,Possible Injury (C),,44.9726369,-93.2777919
02-169954,Hennepin,Minneapolis,Laurel Av W,Oliver Av S,6/23/02,1745,Bicycle,Possible Injury (C),,44.9740767,-93.3070714
00-146258,Hennepin,Minneapolis,Lincoln St NE,Saint Anthony Pkwy NE,5/19/00,930,Bicycle,Possible Injury (C),,45.0239375,-93.238402
05-246222,Hennepin,Minneapolis,Linden Av W,West Lyndale Av N,9/2/05,730,Bicycle,Possible Injury (C),,44.9759898,-93.2880262
08-288219,Hennepin,Minneapolis,Linden Av W,West Lyndale Av N,9/17/08,211,Bicycle,Incap. Injury (A),,44.9759898,-93.2880262
01-097284,Hennepin,Minneapolis,Logan Av N,Plymouth Av N,4/18/01,652,Bicycle,Possible Injury (C),,44.991501,-93.303207
02-155074,Hennepin,Minneapolis,Logan Av N,Oak Park Av N,6/10/02,1700,Bicycle,Property Damage Only,,44.9878817,-93.3032241
06-180053,Hennepin,Minneapolis,Logan Av N,Lowry Av N,7/8/06,2320,Bicycle,Non-Incap. Injury (B),,45.0132051,-93.303178
12-136592,Hennepin,Minneapolis,Longfellow Av S,Lake St E,5/6/12,1652,Bicycle,Possible Injury (C),,44.9483838,-93.2461284
00-273528,Hennepin,Minneapolis,Lowry Av N,Lyndale Av N,9/3/00,2015,Bicycle,Possible Injury (C),,45.0129593,-93.2880154
01-126671,Hennepin,Minneapolis,Lowry Av N,Penn Av N,5/14/01,2104,Bicycle,Possible Injury (C),,45.013262,-93.3082411
02-179731,Hennepin,Minneapolis,Lowry Av N,Lyndale Av N,7/2/02,1327,Bicycle,Property Damage Only,,45.0129593,-93.2880154
02-210205,Hennepin,Minneapolis,Lowry Av N,Washington Av N,7/29/02,2240,Bicycle,Possible Injury (C),,45.0131117,-93.2818396
02-230084,Hennepin,Minneapolis,Lowry Av N,Washington Av N,8/16/02,1350,Bicycle,Possible Injury (C),,45.0131117,-93.2818396
03-153445,Hennepin,Minneapolis,Lowry Av N,Oliver Av N,6/17/03,1806,Bicycle,Possible Injury (C),,45.013233,-93.306976
03-251702,Hennepin,Minneapolis,Lowry Av N,Penn Av N,9/16/03,1840,Bicycle,Possible Injury (C),,45.013262,-93.3082411
04-097526,Hennepin,Minneapolis,Lowry Av N,Washburn Av N,4/26/04,919,Bicycle,Non-Incap. Injury (B),,45.0133167,-93.3174245
04-154686,Hennepin,Minneapolis,Lowry Av N,Penn Av N,6/23/04,2040,Bicycle,Possible Injury (C),,45.013262,-93.3082411
06-115469,Hennepin,Minneapolis,Lowry Av N,Washington Av N,5/5/06,1550,Bicycle,Possible Injury (C),,45.0131117,-93.2818396
06-179620,Hennepin,Minneapolis,Lowry Av N,Penn Av N,7/1/06,1340,Bicycle,Property Damage Only,,45.013262,-93.3082411
07-256091,Hennepin,Minneapolis,Lowry Av N,Fremont Av N,8/3/07,1145,Bicycle,Non-Incap. Injury (B),,45.0131451,-93.295598
08-108398,Hennepin,Minneapolis,Lowry Av N,4th St N,4/17/08,1740,Bicycle,Non-Incap. Injury (B),,45.013171,-93.2615501
09-208763,Hennepin,Minneapolis,Lowry Av N,Knox Av N,7/7/09,1618,Bicycle,Possible Injury (C),,45.0131963,-93.3019197
10-072021,Hennepin,Minneapolis,Lowry Av N,Girard Av N,3/16/10,1721,Bicycle,Possible Injury (C),,45.0131599,-93.2968715
10-077553,Hennepin,Minneapolis,Lowry Av N,Logan Av N,3/21/10,1715,Bicycle,Property Damage Only,,45.0132051,-93.303178
11-088089,Hennepin,Minneapolis,Lowry Av N,Fremont Av N,4/2/11,1712,Bicycle,Property Damage Only,,45.0131451,-93.295598
11-147364,Hennepin,Minneapolis,Lowry Av N,Fremont Av N,5/25/11,1945,Bicycle,Non-Incap. Injury (B),,45.0131451,-93.295598
11-229583,Hennepin,Minneapolis,Lowry Av N,Penn Av N,8/4/11,1540,Bicycle,Possible Injury (C),,45.013262,-93.3082411
12-255486,Hennepin,Minneapolis,Lowry Av N,Girard Av N,8/14/12,1515,Bicycle,Possible Injury (C),,45.0131599,-93.2968715
12-265147,Hennepin,Minneapolis,Lowry Av N,Emerson Av N,8/22/12,1515,Bicycle,Possible Injury (C),,45.0131281,-93.294332
00-251446,Hennepin,Minneapolis,Lowry Av NE,Monroe St NE,8/16/00,1000,Bicycle,Property Damage Only,,45.013166,-93.2524516
01-341124,Hennepin,Minneapolis,Lowry Av NE,Taylor St NE,11/23/01,2120,Bicycle,Possible Injury (C),,45.0131742,-93.243775
02-222000,Hennepin,Minneapolis,Lowry Av NE,Marshall St NE,8/9/02,1354,Bicycle,Possible Injury (C),,45.0131651,-93.2717331
03-200288,Hennepin,Minneapolis,Lowry Av NE,Marshall St NE,7/31/03,133,Bicycle,Incap. Injury (A),,45.0131651,-93.2717331
06-223063,Hennepin,Minneapolis,Lowry Av NE,Marshall St NE,8/8/06,955,Bicycle,Possible Injury (C),,45.0131651,-93.2717331
06-238617,Hennepin,Minneapolis,Lowry Av NE,University Av NE,8/21/06,1340,Bicycle,Non-Incap. Injury (B),,45.0131709,-93.2631278
08-092411,Hennepin,Minneapolis,Lowry Av NE,Washington St NE,4/3/08,620,Bicycle,Non-Incap. Injury (B),,45.0131117,-93.2818396
08-276207,Hennepin,Minneapolis,Lowry Av NE,Central Av NE,9/5/08,1455,Bicycle,Possible Injury (C),,45.0131587,-93.2473329
08-335544,Hennepin,Minneapolis,Lowry Av NE,Taylor St NE,10/30/08,1710,Bicycle,Possible Injury (C),,45.0131742,-93.243775
10-313757,Hennepin,Minneapolis,Lowry Av NE,Monroe St NE,10/13/10,819,Bicycle,Possible Injury (C),,45.013166,-93.2524516
11-252482,Hennepin,Minneapolis,Lowry Av NE,Monroe St NE,8/23/11,2040,Bicycle,Possible Injury (C),,45.013166,-93.2524516
11-326457,Hennepin,Minneapolis,Lowry Av NE,6th St NE,10/28/11,1549,Bicycle,Non-Incap. Injury (B),,45.0131692,-93.259148
12-120321,Hennepin,Minneapolis,Lowry Av NE,University Av NE,4/22/12,821,Bicycle,Possible Injury (C),,45.0131709,-93.2631278
13-142385,Hennepin,Minneapolis,Lowry Av NE,California St NE,5/9/13,1305,Bicycle,Possible Injury (C),,45.0131531,-93.2689134
13-165801,Hennepin,Minneapolis,Lowry Av NE,Grand St NE,5/28/13,1707,Bicycle,Possible Injury (C),,45.0131627,-93.2701304
13-192922,Hennepin,Minneapolis,Lowry Av NE,Central Av NE,6/18/13,2230,Bicycle,Possible Injury (C),,45.0131587,-93.2473329
13-232527,Hennepin,Minneapolis,Lowry Av NE,Pierce St NE,7/19/13,1300,Bicycle,Non-Incap. Injury (B),,45.013182,-93.240959
13-304474,Hennepin,Minneapolis,Lowry Av NE,Central Av NE,9/14/13,1507,Bicycle,Possible Injury (C),,45.0131587,-93.2473329
13-312004,Hennepin,Minneapolis,Lowry Av NE,Polk St NE,9/21/13,1019,Bicycle,Non-Incap. Injury (B),,45.013171,-93.2455836
09-288205,Hennepin,Minneapolis,Lyn Curve Av N,18th Av N,9/10/09,1600,Bicycle,Possible Injury (C),,44.9973918,-93.2850077
02-209833,Hennepin,Minneapolis,Lyndale Av N,Plymouth Av N,7/29/02,1649,Bicycle,Possible Injury (C),,44.9919277,-93.2879552
03-129283,Hennepin,Minneapolis,Lyndale Av N,Webber Pkwy N,5/26/03,1535,Bicycle,Possible Injury (C),,45.0323722,-93.2880918
03-144653,Hennepin,Minneapolis,Lyndale Av N,Webber Pkwy N,6/9/03,1945,Bicycle,Possible Injury (C),,45.0323722,-93.2880918
07-206894,Hennepin,Minneapolis,Lyndale Av N,24th Av N,6/25/07,1752,Bicycle,Possible Injury (C),,45.0036888,-93.2879835
07-210818,Hennepin,Minneapolis,Lyndale Av N,37th Av N,6/28/07,1915,Bicycle,Possible Injury (C),,45.0221171,-93.2880463
07-275367,Hennepin,Minneapolis,Lyndale Av N,42nd Av N,8/18/07,1530,Bicycle,Non-Incap. Injury (B),,45.0315053,-93.2880529
07-313033,Hennepin,Minneapolis,Lyndale Av N,Plymouth Av N,9/19/07,2011,Bicycle,Possible Injury (C),,44.9919277,-93.2879552
08-344430,Hennepin,Minneapolis,Lyndale Av N,23rd Av N,11/7/08,1240,Bicycle,Property Damage Only,,45.0025751,-93.2879828
08-395431,Hennepin,Minneapolis,Lyndale Av N,42nd Av N,12/31/08,1150,Bicycle,Non-Incap. Injury (B),,45.0315053,-93.2880529
09-124223,Hennepin,Minneapolis,Lyndale Av N,33rd Av N,4/28/09,1906,Bicycle,Possible Injury (C),,45.0149123,-93.2880235
11-092584,Hennepin,Minneapolis,Lyndale Av N,14th Av N,4/6/11,2140,Bicycle,Incap. Injury (A),,44.993057,-93.287987
11-195780,Hennepin,Minneapolis,Lyndale Av N,27th Av N,7/6/11,1653,Bicycle,Possible Injury (C),,45.0077095,-93.2879779
11-278997,Hennepin,Minneapolis,Lyndale Av N,18th Av N,9/15/11,1345,Bicycle,Property Damage Only,,44.997383,-93.287987
13-250608,Hennepin,Minneapolis,Lyndale Av N,22nd Av N,8/2/13,1400,Bicycle,Possible Injury (C),,45.00148,-93.287993
13-274541,Hennepin,Minneapolis,Lyndale Av N,Dowling Av N,8/22/13,1645,Bicycle,Non-Incap. Injury (B),,45.02393,-93.2880674
00-187842,Hennepin,Minneapolis,Lyndale Av S,Ridgewood Av W,6/23/00,2220,Bicycle,Property Damage Only,,44.9633247,-93.2879281
07-044433,Hennepin,Minneapolis,Lyndale Av S,24th St W,2/22/07,2355,Bicycle,Possible Injury (C),,44.9591193,-93.2880138
07-141722,Hennepin,Minneapolis,Lyndale Av S,28th St W,5/4/07,1152,Bicycle,Possible Injury (C),,44.9519464,-93.2880727
07-165253,Hennepin,Minneapolis,Lyndale Av S,25th St W,5/23/07,1820,Bicycle,Property Damage Only,,44.9573324,-93.2880325
07-168919,Hennepin,Minneapolis,Lyndale Av S,54th St W,5/26/07,1505,Bicycle,Property Damage Only,,44.9050839,-93.2882347
07-237224,Hennepin,Minneapolis,Lyndale Av S,26th St W,7/19/07,1700,Bicycle,Non-Incap. Injury (B),,44.9555412,-93.2880528
07-247717,Hennepin,Minneapolis,Lyndale Av S,34th St W,7/27/07,1916,Bicycle,Property Damage Only,,44.9413134,-93.2881788
07-320926,Hennepin,Minneapolis,Lyndale Av S,35th St W,9/26/07,700,Bicycle,Possible Injury (C),,44.9395012,-93.288189
08-141113,Hennepin,Minneapolis,Lyndale Av S,35th St W,5/16/08,1600,Bicycle,Possible Injury (C),,44.9395012,-93.288189
08-154995,Hennepin,Minneapolis,Lyndale Av S,22nd St W,5/27/08,2227,Bicycle,Possible Injury (C),,44.9609127,-93.2880128
08-165508,Hennepin,Minneapolis,Lyndale Av S,Franklin Av W,6/5/08,1506,Bicycle,Non-Incap. Injury (B),,44.9627037,-93.2880002
08-217254,Hennepin,Minneapolis,Lyndale Av S,31st St W,7/17/08,1630,Bicycle,Possible Injury (C),,44.9465988,-93.2881174
08-254982,Hennepin,Minneapolis,Lyndale Av S,I-94 EB Ramp,8/17/08,1155,Bicycle,Possible Injury (C),,44.964079,-93.287866
08-264812,Hennepin,Minneapolis,Lyndale Av S,I-94 WB Ramp,8/25/08,1120,Bicycle,Non-Incap. Injury (B),,44.965658,-93.288001
08-265104,Hennepin,Minneapolis,Lyndale Av S,24th St W,8/25/08,1726,Bicycle,Possible Injury (C),,44.9591193,-93.2880138
08-275275,Hennepin,Minneapolis,Lyndale Av S,Franklin Av W,9/4/08,1520,Bicycle,Non-Incap. Injury (B),,44.9627037,-93.2880002
08-278164,Hennepin,Minneapolis,Lyndale Av S,I-94 WB Ramp,9/7/08,1400,Bicycle,Possible Injury (C),,44.965658,-93.288001
08-307696,Hennepin,Minneapolis,Lyndale Av S,I-94 WB Ramp,10/4/08,1608,Bicycle,Incap. Injury (A),,44.965658,-93.288001
08-335442,Hennepin,Minneapolis,Lyndale Av S,I-94 WB Ramp,10/30/08,1510,Bicycle,Possible Injury (C),,44.965658,-93.288001
09-156067,Hennepin,Minneapolis,Lyndale Av S,22nd St W,5/25/09,215,Bicycle,Non-Incap. Injury (B),,44.9609127,-93.2880128
09-180483,Hennepin,Minneapolis,Lyndale Av S,I-94 WB Ramp,6/14/09,1445,Bicycle,Possible Injury (C),,44.965658,-93.288001
09-208642,Hennepin,Minneapolis,Lyndale Av S,MN-62 WB Ramp,7/7/09,1345,Bicycle,Non-Incap. Injury (B),,44.890643,-93.288438
09-288417,Hennepin,Minneapolis,Lyndale Av S,22nd St W,9/10/09,1940,Bicycle,Non-Incap. Injury (B),,44.9609127,-93.2880128
09-294139,Hennepin,Minneapolis,Lyndale Av S,Franklin Av W,9/15/09,2120,Bicycle,Possible Injury (C),,44.9627037,-93.2880002
09-308917,Hennepin,Minneapolis,Lyndale Av S,Ridgewood Av W,9/29/09,1318,Bicycle,Possible Injury (C),,44.9633247,-93.2879281
09-322758,Hennepin,Minneapolis,Lyndale Av S,Franklin Av W,10/14/09,1720,Bicycle,Non-Incap. Injury (B),,44.9627037,-93.2880002
09-352184,Hennepin,Minneapolis,Lyndale Av S,54th St W,11/14/09,1708,Bicycle,Property Damage Only,,44.9050839,-93.2882347
10-183085,Hennepin,Minneapolis,Lyndale Av S,Groveland Av W,6/23/10,1855,Bicycle,Possible Injury (C),,44.9671025,-93.2880237
10-187088,Hennepin,Minneapolis,Lyndale Av S,42nd St W,6/26/10,2213,Bicycle,Non-Incap. Injury (B),,44.9268031,-93.2882797
10-221685,Hennepin,Minneapolis,Lyndale Av S,28th St W,7/25/10,24,Bicycle,Non-Incap. Injury (B),,44.9519464,-93.2880727
10-227433,Hennepin,Minneapolis,Lyndale Av S,24th St W,7/29/10,2230,Bicycle,Possible Injury (C),,44.9591193,-93.2880138
10-271336,Hennepin,Minneapolis,Lyndale Av S,51st St W,9/4/10,1605,Bicycle,Property Damage Only,,44.9101361,-93.2882787
11-132715,Hennepin,Minneapolis,Lyndale Av S,Groveland Av W,5/12/11,1738,Bicycle,Possible Injury (C),,44.9671025,-93.2880237
11-181641,Hennepin,Minneapolis,Lyndale Av S,Franklin Av W,6/24/11,1129,Bicycle,Possible Injury (C),,44.9627037,-93.2880002
11-186334,Hennepin,Minneapolis,Lyndale Av S,27th St W,6/28/11,1255,Bicycle,Possible Injury (C),,44.9537414,-93.2880593
11-195260,Hennepin,Minneapolis,Lyndale Av S,50th St W,7/6/11,920,Bicycle,Possible Injury (C),,44.9123107,-93.2882607
11-239268,Hennepin,Minneapolis,Lyndale Av S,Groveland Av W,8/12/11,1700,Bicycle,Possible Injury (C),,44.9671025,-93.2880237
11-243994,Hennepin,Minneapolis,Lyndale Av S,Groveland Av W,8/16/11,1900,Bicycle,Non-Incap. Injury (B),,44.9671025,-93.2880237
11-284689,Hennepin,Minneapolis,Lyndale Av S,24th St W,9/20/11,1724,Bicycle,Possible Injury (C),,44.9591193,-93.2880138
11-293994,Hennepin,Minneapolis,Lyndale Av S,22nd St W,9/29/11,227,Bicycle,Non-Incap. Injury (B),,44.9609127,-93.2880128
11-296628,Hennepin,Minneapolis,Lyndale Av S,27th St W,10/1/11,1100,Bicycle,Property Damage Only,,44.9537414,-93.2880593
11-320484,Hennepin,Minneapolis,Lyndale Av S,Franklin Av W,10/23/11,201,Bicycle,Non-Incap. Injury (B),,44.9627037,-93.2880002
12-225719,Hennepin,Minneapolis,Lyndale Av S,Lake St W,7/20/12,1830,Bicycle,Possible Injury (C),,44.9483587,-93.2881069
12-242254,Hennepin,Minneapolis,Lyndale Av S,25th St W,8/3/12,1519,Bicycle,Possible Injury (C),,44.9573324,-93.2880325
12-287765,Hennepin,Minneapolis,Lyndale Av S,Minnehaha Pkwy W,9/10/12,1940,Bicycle,Possible Injury (C),,44.9076455,-93.2881922
12-310925,Hennepin,Minneapolis,Lyndale Av S,50th St W,10/2/12,900,Bicycle,Possible Injury (C),,44.9123107,-93.2882607
12-384022,Hennepin,Minneapolis,Lyndale Av S,22nd St W,12/15/12,1200,Bicycle,Property Damage Only,,44.9609127,-93.2880128
13-150353,Hennepin,Minneapolis,Lyndale Av S,25th St W,5/16/13,4,Bicycle,Possible Injury (C),,44.9573324,-93.2880325
13-189236,Hennepin,Minneapolis,Lyndale Av S,Minnehaha Pkwy W,6/15/13,2230,Bicycle,Non-Incap. Injury (B),,44.9076455,-93.2881922
13-229194,Hennepin,Minneapolis,Lyndale Av S,Lake St W,7/17/13,105,Bicycle,Non-Incap. Injury (B),,44.9483587,-93.2881069
13-310190,Hennepin,Minneapolis,Lyndale Av S,27th St W,9/19/13,2031,Bicycle,Possible Injury (C),,44.9537414,-93.2880593
14-080557,Hennepin,Minneapolis,Lyndale Av S,Lake St W,3/13/14,2022,Bicycle,Possible Injury (C),,44.9483587,-93.2881069
14-188079,Hennepin,Minneapolis,Lyndale Av S,36th St W,6/4/14,1433,Bicycle,Possible Injury (C),,44.9376771,-93.2882192
14-261216,Hennepin,Minneapolis,Lyndale Av S,Lake St W,7/27/14,45,Bicycle,Property Damage Only,,44.9483587,-93.2881069
14-361505,Hennepin,Minneapolis,Lyndale Av S,Lake St W,10/11/14,1205,Bicycle,Possible Injury (C),,44.9483587,-93.2881069
14-381701,Hennepin,Minneapolis,Lyndale Av S,54th St W,10/27/14,752,Bicycle,Property Damage Only,,44.9050839,-93.2882347
14-434760,Hennepin,Minneapolis,Lyndale Av S,24th St W,12/12/14,1300,Bicycle,Possible Injury (C),,44.9591193,-93.2880138
11-193590,Hennepin,Minneapolis,Main St NE,1st Av NE,7/4/11,2230,Bicycle,Incap. Injury (A),,44.9877765,-93.2599148
13-152012,Hennepin,Minneapolis,Main St NE,3rd Av NE,5/17/13,1016,Bicycle,Non-Incap. Injury (B),,44.9900577,-93.2613288
13-171609,Hennepin,Minneapolis,Main St NE,15th Av NE,6/2/13,225,Bicycle,Non-Incap. Injury (B),,45.0030717,-93.2676831
13-242516,Hennepin,Minneapolis,Main St NE,1st Av NE,7/27/13,1257,Bicycle,Possible Injury (C),,44.9877765,-93.2599148
09-248343,Hennepin,Minneapolis,Malcolm Av SE,Intercampus Transitway SE,8/8/09,1227,Bicycle,Possible Injury (C),,44.971755,-93.211401
07-252710,Hennepin,Minneapolis,Marquette Av S,9th St S,7/30/07,835,Bicycle,Possible Injury (C),,44.9743854,-93.2725105
07-272841,Hennepin,Minneapolis,Marquette Av S,7th St S,8/16/07,1716,Bicycle,Non-Incap. Injury (B),,44.9763201,-93.2708829
08-137644,Hennepin,Minneapolis,Marquette Av S,11th St S,5/13/08,1856,Bicycle,Possible Injury (C),,44.9723897,-93.2740908
08-260142,Hennepin,Minneapolis,Marquette Av S,5th St S,8/21/08,808,Bicycle,Possible Injury (C),,44.9782037,-93.2692901
09-079894,Hennepin,Minneapolis,Marquette Av S,7th St S,3/20/09,1931,Bicycle,Possible Injury (C),,44.9763201,-93.2708829
10-267642,Hennepin,Minneapolis,Marquette Av S,Washington Av S,9/1/10,1720,Bicycle,Non-Incap. Injury (B),,44.9811128,-93.2668527
12-267528,Hennepin,Minneapolis,Marquette Av S,8th St S,8/24/12,1432,Bicycle,Possible Injury (C),,44.9753513,-93.2716987
